,ticket_id,type,organization,comment,coords,subdistrict,timestamp,photo,time_to_solve,severity
0,2025-CMZ98W,{ประปา},เขตบึงกุ่ม,ไปติดต่อที่สำนักเขตบึงกุ่ม เพื่อให้ไปลอกท่อเนื่อจากท่อตันน้ำไม่ไหล เจ้าหน้าที่แจ้งว่าเป็นซอยส่วนบุคคลไม่สามารถทำได้ แต่ซอย นวมินทร์42 แยก 25 เป็นซอยส่วนบุคคลทำไมเอาแรง งานเขตเข้าไปทำได้ มี ผอ. ไปยืนคุมงานเอง หรือว่าในซอยนี้มีคนใหญ่คนโตอาศัยอยู่หรือมีผลประโยชน์แอบแฝงช่วยให้ผู้เกี่ยวข้องชี้แจงด่วน,"100.66261,13.80083",แขวงคลองกุ่ม,2025-05-08T08:54:00+00:00,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/97f11918c9b9a8ff5038846d5f7c112e.jpg,13.364727981300298,Low
1,2025-A9MUTJ,{ต้นไม้},เขตบางกะปิ,8พค68มีการตัดแต่งกิง แต่ไม่คลอบคลุม ปัญหาแท้จริง เพราะ กิ่งไม้ที่พาดผ่านสายไฟฟ้า ไม่ใช่สายอินเตอเนต ยังไม่ได้รับการแก้ไข,"100.6289,13.75495",แขวงหัวหมาก,2025-05-08T08:54:00+00:00,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/caf8d4f8104e5d17f33db5205d49abb6.jpg,9.168627758019115,Low
2,2B7NF3,{เสียง},เขตบางนา,ปัญหา: เดิมแจ้งเรื่อง ภายในซอยดังกล่าว ได้รับความเดือดร้อนจากการซ้อมวงดุริยางค์ ของโรงเรียนอรรถวิทย์พณิชยการ เวลาที่ได้รับความเดือดร้อน ตั้งแต่เวลา 08.00 น. เป็นต้นไป พบเห็นได้ทุกวัน อ้างอิงเลขที่รับแจ้ง XK6HLV เจ้าหน้าที่ตอบกลับมาเมื่อวันที่ 24 มีนาคม 2568 แจ้งว่า เรียน ผู้ร้องเรียน ตามที่ท่านได้ร้องเรียนเกี่ยวกับความเดือดร้อนรำคาญจากเสียงกิจกรรมของสถานศึกษานั้น สำนักงานเขตบางนา ร่วมกับ สำนักสิ่งแวดล้อม และสำนักอนามัย ได้ดำเนินการตรวจสอบข้อเท็จจริงและตรวจวัดระดับเสียงจากกิจกรรมของโรงเรียนแล้ว ผลการตรวจวัดพบว่าระดับเสียงดังกล่าวอยู่ในเกณฑ์ที่ไม่เกินค่ามาตรฐานตามที่กฎหมายกำหนด เบื้องต้น ทางโรงเรียนได้แจ้งว่า กิจกรรมที่จัดขึ้นในช่วงเวลาดังกล่าว ได้แก่ • ระหว่างวันที่ 7-21 มีนาคม เป็นช่วงเปิดรับสมัครนักเรียนทุนโครงการดนตรีสากล ซึ่งเป็นโครงการที่สนับสนุนและส่งเสริมความสามารถพิเศษของนักเรียน • วันที่ 22 มีนาคม มีการคัดเลือกความสามารถพิเศษด้านดนตรีของนักเรียนที่สมัครเข้าร่วมโครงการ • การซักซ้อมบรรยากาศการจัดเตรียมงานรับใบประกาศนียบัตร ของนักศึกษาระดับชั้น ปวช.3 และ ปวส.2 ประจำปีการศึกษา 2567 ซึ่งมีกำหนดจัดพิธีมอบใบประกาศนียบัตรในวันอาทิตย์ที่ 23 มีนาคม 2568 ทั้งนี้ โรงเรียนเป็นสถานศึกษาที่มีกิจกรรมเพื่อพัฒนาทักษะของนักเรียน ซึ่งเป็นแนวปฏิบัติปกติของทุกสถานศึกษา อย่างไรก็ตาม ทางโรงเรียนได้ให้ความร่วมมือในการลดผลกระทบต่อชุมชนโดยการปรับแนวทางการจัดซ้อม และได้ดำเนินการย้ายวงใหญ่ไปฝึกซ้อมที่บางพลีแล้วตามที่ได้แจ้งไว้ เนื่องจากการตรวจวัดเสียงที่ผ่านมาไม่พบว่ามีค่าระดับเสียงเกินมาตรฐาน จึงไม่เข้าข่ายเป็นการกระทำผิดที่สามารถดำเนินการทางกฎหมายกับโรงเรียนได้ ในส่วนของการปฏิบัติงานของเจ้าหน้าที่ ทางสำนักงานเขตบางนา และหน่วยงานที่เกี่ยวข้อง ได้ดำเนินการตามลำดับขั้นตอนทางกฎหมายอย่างเคร่งครัด หากท่านมีข้อเสนอแนะเพิ่มเติม สามารถแจ้งให้หน่วยงานที่เกี่ยวข้องทราบเพื่อพิจารณาหาแนวทางแก้ไขร่วมกันต่อไป ขอบคุณค่ะ ปัจจุบันผู้ร้องแจ้งว่า ปัญหาดังกล่าวยังไม่ได้รับการแก้ไข ยังคงพบมีการซ้อมวงดุริยางค์ ส่งเสียงดังรบกวนเช่นเดิม จึงต้องการให้เจ้าหน้าที่ดำเนินการตรวจสอบและแก้ไขอีกครั้ง ซอย: เชษฐา ถนน: สรรพาวุธ จุดสังเกต: เข้าซอยดังกล่าวไปประมาณ 300 เมตร อยู่ขวามือ เขต: บางนา #1555,"100.60161,13.67448",แขวงบางนาเหนือ,2025-05-08T08:52:00+00:00,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/d1bab24dba50b403cd076970e480f16e.jpg,23.377340646501427,Low
3,E6PZZF,"{เสนอแนะ', 'ประชาสัมพันธ์}",เขตดินแดง,ศูนย์เรื่องราวร้องทุกข์ ได้รับการประสานผ่านระบบการจัดการเรื่องราวร้องทุกข์ สำนักงานปลัดสำนักนายกรัฐมนตรี ทำเนียบรัฐบาล รหัส นร02680023205 ขอเสนอความคิดเห็นเกี่ยวกับการตีเส้นจราจรเพื่อแบ่งช่องทางจราจรในพื้นที่กรุงเทพมหานคร และปริมณฑล ประชาชนพบเห็นว่าในพื้นที่ดังกล่าวบางแห่งมีการตีเส้นเพื่อแบ่งช่องทางการจราจรอยู่แล้วแต่อาจจะมีระยะเวลาที่ค่อนข้างนานทำให้สีของเส้นแบ่งช่องทางการจราจรนั้น มีลักษณะเลือนรางตามระยะเวลา ส่งผลให้ทัศนียภาพการมองเห็น ณ ขณะทำการสัญจรบนถนนในพื้นที่ดังกล่าวนั้นลดลง จึงขอเสนอให้หน่วยงานที่เกี่ยวข้องตรวจสอบเติมสีเส้นจราจรดังกล่าวเป็นระยะๆ เพื่อที่รถที่สัญจรจะได้ทราบช่องการจราจรของตนเองที่ชัดเจนมากยิ่งขึ้น และเพื่อลดอุบัติเหตุอันจะเกิดขึ้นได้ ประกอบกับบางจุดในพื้นที่กรุงเทพมหานคร และปริมณฑล ไม่พบการตีเส้นจราจรเพื่อแบ่งช่องทางการจราจรแต่อย่างใด จึงขอเสนอให้มีการตรวจสอบสีของเส้นจราจรเป็นระยะๆ และให้ตีเส้นจราจรบนถนนในจุดที่ยังไม่มีการดำเนินการ เพื่อลดความเสี่ยงของการเกิดอุบัติเหตุขึ้นได้ในสัญจรของผู้ใช้ถนนในพื้นที่ดังกล่าวต่อไป //หมายเหตุ ปักหมุดที่สำนักงานเขตเพราะไม่สามารถปักละติจูด ลองติจูด ที่ชัดเจนได้ กรุณาอ่านรายละเอียดสถานที่จากรายละเอียดการแจ้งเป็นหลัก ศูนย์ฯ ประสานมาเพื่อตรวจสอบและดำเนินการ และโปรดพิจารณาให้ความคุ้มครองผู้ร้องและผู้เกี่ยวข้องอย่าให้ต้องรับภัย หรือความไม่ชอบธรรมอันเนื่องมาจากการร้องเรียน การเป็นพยาน หรือการให้ข้อมูลนั้น #ศรท #ศรท1111 #1555 #citydata,"100.55142,13.76828",แขวงดินแดง,2025-05-08T08:51:00+00:00,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/bd41f997a58a6e239f08864c32e782ac.jpg,19.489482216122017,Low
4,2025-RBN4ZV,{ความสะอาด},เขตดอนเมือง,จะรบกวนให้เจ้าหน้าที่ผู้ที่เกี่ยวข้อง ช่วยมาลอกคลองสาธารณะ ในซอยวิภาวดีรังสิต 33 ให้หน่อยค่ะ,"100.61028,13.9404",แขวงสนามบิน,2025-05-08T08:51:00+00:00,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/98f1b1c0f35b6dbc4118bb20fa409b68.jpg,13.519730296362587,Low
5,7LJPEP,{ถนน},ศูนย์ควบคุมระบบป้องกันน้ำท่วม กทม.,ปัญหา: เบสท์ เข้าซอยดังกล่าวไปประมาณ 30 เมตร ฝั่งขวามือ บริเวณหน้าบ้านเลขที่ 24 พบฝาท่อระบายน้ำ (ลักษณะฝาปูนสี่เหลี่ยม) ตกหล่นลงไปภายในท่อจำนวน 1 ฝา บนผิวการจราจร เกรงเกิดอันตรายแก่ผู้ที่สัญจรผ่านไป-มา ซอย: รามคำแหง 134 ถนน: รามคำแหง เขต: สะพานสูง #1555,"100.68706,13.78347",แขวงราษฎร์พัฒนา,2025-05-08T08:47:00+00:00,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/6f9e857c9ef3eadbd752abe84a750ab9.jpg,9.70669942855004,Low
6,2025-PEA3RK,{สายสื่อสาร},เขตบางกะปิ,หิ่งไม้พาดผ่านสายไฟ,"100.6289,13.75495",แขวงหัวหมาก,2025-05-08T08:46:00+00:00,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/3fee34bf7bffc14e30c8ba546fc6aa6f.jpg,10.184308683815232,Very Low
7,7Y8C43,{ต้นไม้},เขตบางนา,ปัญหา: ภายในซอยแยกดังกล่าว บริเวณบ้านร้าง (ไม่ทราบเลขที่) พบต้นไม้ขนาดใหญ่แผ่กิ่งก้านพาดเกี่ยวสายไฟและรุกล้ำออกมาบนเส้นทางสัญจร ทำให้สัญจรผ่านไป-มาไม่สะดวก เกรงว่าอาจเกิดไฟฟ้าลัดวงจรได้ ซอย: อุดมสุข 50 แยก 2-8 ถนน: อุดมสุข เขต: บางนา #1555,"100.63274,13.67602",แขวงบางนาเหนือ,2025-05-08T08:45:00+00:00,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/57b36676241eb4befbcfddec7a1c8a1a.jpg,16.959872073382776,Low
8,ZGVXK3,{จุดเสี่ยง},เขตพระนคร,ปัญหา: บริเวณอนุสาวรีย์ทหารอาสาสงครามโลกครั้งที่ 1 พบบุคคลเร่ร่อนมาอาศัยอยู่จำนวนหลายคน มักมีการนำขยะมาวางไว้จำนวนมากสร้างความสกปรก และมีการมั่วสุมส่งเสียงดังเวลาวิกาล เกรงความไม่ปลอดภัยแก่ประชาชนที่สัญจรไป-มา ถนน: หน้าพระธาตุ จุดสังเกต: หน้าพิพิธภัณฑสถานแห่งชาติ พระนคร เขต: พระนคร #1555,"100.49328,13.75821",แขวงพระบรมมหาราชวัง,2025-05-08T08:43:00+00:00,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/b6883dc4a1bed40e2dc06dcc6bdeb33b.jpg,12.1629922003136,Low
9,2025-GF4JTV,{ผิดกฎจราจร},เขตวัฒนา,ไม่จอดรถหลังเส้นหยุดรถ จอดทับเขตปลอดภัย จอดรถทับทางม้าลาย,"100.59417,13.71336",แขวงพระโขนงเหนือ,2025-05-08T08:42:00+00:00,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/c38da7579124e680fc862a760f740717.jpg,15.208820408003861,Very Low
10,2025-FTZ2P9,{ถนน},เขตห้วยขวาง,เจ้าหน้าที่ตัดต้นไม้ ปิดช่องทางการเดินทาง 1 ช่องทาง ในเวลาเร่งด่วน ทำให้รถติด,"100.57307,13.74675",แขวงบางกะปิ,2025-05-08T08:41:00+00:00,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/cbe7c0dac8c361a753621c44d27e6566.jpg,19.025948195204794,Low
11,K8XMR3,{ไฟฟ้า},เขตบางนา,ปัญหา: ตลอดทั้งซอยดังกล่าว พบดวงไฟฟ้าส่องสว่างทางดับชำรุดจำนวนหลายดวง พบเห็นมา 2 วันแล้ว ทำให้บริเวณดังกล่าวมืดมาก เกรงว่าอาจเกิดอันตรายได้ ซอย: อุดมสุข 50 ถนน: อุดมสุข เขต: บางนา #1555,"100.63411,13.67781",แขวงบางนาเหนือ,2025-05-08T08:40:00+00:00,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/c099563180b7f63fc7882f280cfbd5ca.jpg,20.94680995217765,Low
12,2025-8UPNXR,{ถนน},เขตห้วยขวาง,เจ้าหน้าที่ตัดต้นไม้ ปิดช่องทางการเดินทาง 1 ช่องทาง ในเวลาเร่งด่วน ทำให้รถติด,"100.57307,13.74675",แขวงบางกะปิ,2025-05-08T08:40:00+00:00,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/41449565e95158f9d3feaee0478248c3.jpg,19.025948195204794,Low
13,LMTVUM,{อื่นๆ},เขตคันนายาว,ปัญหา: สถานีรถไฟฟ้าสีชมพู พบประชาชนไปใช้บริการจากสถานี MRT นพรัตน์ และจะไปลงสถานี MRT ลาดปลาเค้า ต้องการร้องเรียนเจ้าหน้าที่รถไฟฟ้า รวมทั้งเจ้าหน้าที่รักษาความปลอดภัย ที่ไม่อำนวยความสะดวกให้กับผู้พิการที่เป็นทหารผ่านศึก ต้องการให้เจ้าหน้าที่ให้บริการผู้พิการ ดูแล ช่วยเหลือ และขอให้มีที่นั่งรอรถผู้โดยสาร ถนน: รามอินทรา จุดสังเกต: ใกล้ซอยรามอินทรา 103/1 และโรงพยาบาลนพรัตน์ เขต: คันนายาว #1555,"100.686,13.8163",แขวงคันนายาว,2025-05-08T08:34:00+00:00,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/6714e62658171c7ba08d464962f08386.jpg,13.279862188991766,Low
14,2025-RN3DKE,{ผิดกฎจราจร},เขตบางนา,จอดรถบนฟุตบาต,"100.62966,13.65963",แขวงบางนาใต้,2025-05-08T08:34:00+00:00,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/f0c44b74c1e5915187bad31c88f8660a.jpg,15.045857793492278,Low
15,2025-CL4CTK,{ผิดกฎจราจร},เขตป้อมปราบศัตรูพ่าย,ตุ๊กๆจอดหน้ารพกลาง รถหายไปเลย 1เลน ทำให้รถติดมากๆ,"100.50959,13.7459",แขวงป้อมปราบ,2025-05-08T08:32:00+00:00,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/6a7a3361cb12ca5dadfc490455bb9903.jpg,13.176188389135573,Low
16,2025-X8JXMX,{น้ำท่วม},เขตคลองเตย,ท่อที่รางปลูกต้นไม้บนสะพานลอย ตันน้ำขัง ความสูงระดับข้อเท้า น้ำท่วมมาแล้วน้อยกว่า 1 สัปดาห์,"100.55824,13.71817",แขวงคลองเตย,2025-05-08T08:28:00+00:00,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/77bb8a2689d4db79bebbc6a37a65d0b7.jpg,5.362619810444349,Low
